30,1,1,1.9459
35,1,1,2.9444
57,1,1,2.5649
70,1,1,1.3863
132,1,1,1.3863
137,1,1,1.9459
180,1,1,1.3863
19,4,1,1.9459
1,1,2,6.7639
2,1,2,2.0794
3,1,2,9.7586
4,1,2,8.9656
6,1,2,5.3279
7,1,2,1.6094
8,1,2,4.3175
10,1,2,0.69315
13,1,2,3.2581
14,1,2,0.69315
15,1,2,3.8286
17,1,2,2.0794
18,1,2,4.0943
19,1,2,8.6426
20,1,2,4.4659
21,1,2,4.1744
25,1,2,7.4541
26,1,2,1.3863
27,1,2,4.1431
28,1,2,6.6067
29,1,2,6.8298
30,1,2,5.9349
31,1,2,3.0445
32,1,2,3.434
36,1,2,2.0794
37,1,2,5.3327
38,1,2,0.69315
40,1,2,5.193
41,1,2,4.8283
43,1,2,5.1874
44,1,2,4.3307
45,1,2,4.5433
46,1,2,4.625
47,1,2,6.1591
48,1,2,2.6391
51,1,2,4.1897
53,1,2,4.4308
54,1,2,6.1442
55,1,2,5.124
56,1,2,6.1312
58,1,2,5.7203
59,1,2,7.5507
60,1,2,3.1781
61,1,2,3.5835
62,1,2,6.3852
63,1,2,5.2149
64,1,2,4.4773
65,1,2,1.0986
66,1,2,2.4849
67,1,2,3.8501
68,1,2,4.4886
69,1,2,5.0239
70,1,2,6.2766
73,1,2,5.7004
74,1,2,4.0073
75,1,2,5.649
76,1,2,5.4806
78,1,2,4.7622
79,1,2,5.323
80,1,2,5.8833
81,1,2,5.4553
82,1,2,4.7095
83,1,2,2.3979
85,1,2,3.4965
86,1,2,1.3863
87,1,2,0.69315
89,1,2,5.0562
90,1,2,3.6376
91,1,2,5.0106
92,1,2,4.7536
93,1,2,7.0741
95,1,2,5.8493
96,1,2,5.5759
97,1,2,6.2879
99,1,2,6.2558
100,1,2,5.6168
101,1,2,3.9703
103,1,2,5.3799
104,1,2,6.5999
105,1,2,1.3863
106,1,2,5.9189
108,1,2,6.2934
110,1,2,3.8918
112,1,2,4.8363
113,1,2,2.7081
114,1,2,6.1924
116,1,2,6.3008
117,1,2,3.7377
119,1,2,6.2538
121,1,2,4.382
122,1,2,3.4012
125,1,2,5.1591
126,1,2,3.5264
127,1,2,6.4151
128,1,2,4.6151
129,1,2,6.4536
130,1,2,1.6094
131,1,2,4.1589
134,1,2,7.7354
136,1,2,3.2958
137,1,2,5.6699
138,1,2,5.7683
141,1,2,5.8805
143,1,2,5.323
144,1,2,5.1475
145,1,2,4.7095
147,1,2,5.0876
149,1,2,3.2958
150,1,2,4.1897
151,1,2,3.2958
152,1,2,1.0986
153,1,2,4.0604
154,1,2,4.4188
156,1,2,5.6971
157,1,2,2.9444
161,1,2,6.0355
163,1,2,4.2767
164,1,2,7.3045
165,1,2,3.3673
166,1,2,2.1972
167,1,2,4.9836
169,1,2,3.434
170,1,2,4.2485
171,1,2,3.6376
172,1,2,5.79
175,1,2,3.6889
177,1,2,6.4661
178,1,2,4.9053
180,1,2,5.2679
181,1,2,5.656
182,1,2,6.667
185,1,2,5.124
186,1,2,4.382
187,1,2,3.6109
188,1,2,5.7137
189,1,2,4.4308
190,1,2,6.0684
191,1,2,5.2417
193,1,2,5.8551
194,1,2,4.6444
195,1,2,5.2523
196,1,2,7.2464
197,1,2,2.5649
199,1,2,6.0707
200,1,2,3.5264
23,2,2,3.6889
35,2,2,0.69315
68,2,2,5.7838
78,2,2,2.0794
113,2,2,4.2767
120,2,2,7.1663
136,2,2,1.6094
150,2,2,0.69315
154,2,2,1.9459
164,2,2,1.6094
170,2,2,4.6052
171,2,2,1.0986
173,2,2,0.69315
196,2,2,2.0794
2,3,2,2.6391
13,3,2,1.3863
18,3,2,0.69315
19,3,2,7.6084
23,3,2,1.6094
26,3,2,0.69315
35,3,2,1.0986
37,3,2,1.0986
38,3,2,1.0986
42,3,2,1.0986
52,3,2,1.7918
53,3,2,0.69315
57,3,2,4.0073
59,3,2,2.1972
62,3,2,2.3026
68,3,2,6.3026
69,3,2,0.69315
72,3,2,1.3863
73,3,2,1.0986
76,3,2,1.6094
84,3,2,1.0986
91,3,2,0.69315
93,3,2,3.4657
96,3,2,1.3863
99,3,2,2.3026
113,3,2,1.3863
134,3,2,0.69315
136,3,2,0.69315
145,3,2,0.69315
154,3,2,0.69315
161,3,2,1.6094
166,3,2,4.1109
169,3,2,2.0794
170,3,2,3.2958
181,3,2,0.69315
193,3,2,1.6094
194,3,2,0.69315
195,3,2,1.0986
196,3,2,0.69315
2,4,2,1.6094
4,4,2,2.5649
23,4,2,1.0986
33,4,2,0.69315
35,4,2,1.0986
59,4,2,1.3863
76,4,2,0.69315
77,4,2,2.1972
80,4,2,0.69315
92,4,2,2.9444
104,4,2,0.69315
132,4,2,0.69315
145,4,2,1.3863
151,4,2,0.69315
164,4,2,0.69315
169,4,2,1.0986
179,4,2,1.9459
185,4,2,1.0986
4,5,2,3.1781
40,5,2,1.3863
59,5,2,0.69315
64,5,2,2.9444
89,5,2,0.69315
127,5,2,0.69315
133,5,2,1.0986
139,5,2,4.8675
161,5,2,6.0014
1,7,2,1.3863
4,7,2,3.1355
7,7,2,0.69315
8,7,2,0.69315
9,7,2,1.7918
18,7,2,0.69315
19,7,2,2.1972
20,7,2,1.6094
22,7,2,3.7842
23,7,2,2.5649
25,7,2,2.9444
28,7,2,2.1972
29,7,2,1.6094
32,7,2,0.69315
37,7,2,2.9444
39,7,2,1.7918
40,7,2,2.1972
43,7,2,2.1972
47,7,2,2.6391
48,7,2,1.6094
51,7,2,3.2189
52,7,2,4.0604
53,7,2,2.6391
54,7,2,1.6094
55,7,2,1.7918
57,7,2,1.0986
58,7,2,0.69315
59,7,2,3.8286
62,7,2,3.3673
63,7,2,1.0986
64,7,2,2.9444
67,7,2,2.7081
68,7,2,1.0986
69,7,2,2.3026
71,7,2,1.7918
73,7,2,3.6889
76,7,2,3.0445
77,7,2,3.2958
78,7,2,0.69315
79,7,2,1.0986
80,7,2,1.3863
84,7,2,1.6094
92,7,2,2.1972
95,7,2,2.3026
97,7,2,2.0794
99,7,2,3.2189
112,7,2,3.3322
114,7,2,2.8904
117,7,2,1.3863
122,7,2,1.6094
126,7,2,2.1972
127,7,2,0.69315
129,7,2,1.0986
132,7,2,1.0986
133,7,2,0.69315
134,7,2,6.1506
136,7,2,2.0794
139,7,2,4.8675
145,7,2,2.0794
147,7,2,3.8918
149,7,2,0.69315
150,7,2,2.0794
151,7,2,1.0986
164,7,2,2.5649
169,7,2,0.69315
170,7,2,3.4965
171,7,2,1.3863
172,7,2,3.2581
173,7,2,3.8918
177,7,2,0.69315
183,7,2,3.4965
184,7,2,1.0986
188,7,2,1.7918
189,7,2,1.3863
190,7,2,2.4849
192,7,2,1.6094
193,7,2,2.6391
195,7,2,2.3026
196,7,2,3.2189
197,7,2,1.3863
199,7,2,1.9459
1,10,2,1.0986
4,10,2,5.0938
8,10,2,0.69315
9,10,2,0.69315
